ID,username,Time,lat,long,comment,,,,
1.25228E+18, QueenAaa_, Mon Apr 20 17:00:30 +0000 2020,-96.761753,32.819858, @KashOut_Ken Lmao whatttt ,,,,
1.25228E+18, RevengeBunny, Mon Apr 20 17:00:30 +0000 2020,-122.568507,37.983649, @gingermae333 @SafetyPinDaily He does.....😂 https://t.co/2WDFMjLjwz ,,,,
1.25228E+18, CathyReisenwitz, Mon Apr 20 17:00:30 +0000 2020,-122.435979,37.770657, @BoxerOrwell @ENBrown @CSLewis Ty for this ,,,,
1.25228E+18, Annamariej11, Mon Apr 20 17:00:30 +0000 2020,-86.680738,32.576227, @Cierra_x5sos @lexis_hogwood @camrie223 ,,,,
1.25228E+18, Ambereniats, Mon Apr 20 17:00:30 +0000 2020,-118.411907,34.020789, @_don_b_ She has a hip dip🙄 https://t.co/VLNKNw3EE9 ,,,,
1.25228E+18, BostonClock, Mon Apr 20 17:00:30 +0000 2020,-71.088712,42.31367, 🕐  TOON ,,,,
1.25228E+18, shellybeads, Mon Apr 20 17:00:30 +0000 2020,-80.817245,41.235332, @funder @realDonaldTrump ,,,,
1.25228E+18, KenGreen6, Mon Apr 20 17:00:30 +0000 2020,-75.117998,40.004866, @_ayrtonnn Karma ,,,,
1.25228E+18, ZeeHerbo, Mon Apr 20 17:00:30 +0000 2020,-85.705493,32.423363, They forgot, i said I’m winning that award next year 😂 ,,,
1.25228E+18, suzymoffitt, Mon Apr 20 17:00:30 +0000 2020,-110.044783,46.6798, @GrannyCritter You look lovely. Have a nice day. 🎂 ,,,,
1.25228E+18, shyler11599, Mon Apr 20 17:00:30 +0000 2020,-83.804475,27.698682, @Juaviggy So i am funny ,,,,
1.25228E+18, PartmenParlay, Mon Apr 20 17:00:30 +0000 2020,-122.630908,45.536402, Highway robbery. It is what it is tho ,,,,
1.25228E+18, Top_6ix, Mon Apr 20 17:00:30 +0000 2020,-79.27257,43.629311, Eastern conference standards ,,,,
1.25228E+18, little_limatola, Mon Apr 20 17:00:30 +0000 2020,-74.304651,40.43687, rip brayan, your smile will live on in all of our memories 💗 ,,,
1.25228E+18, robhimsiss, Mon Apr 20 17:00:31 +0000 2020,-94.976601,29.767947, i dont like clingy ,,,,
1.25228E+18, PhyllisBond, Mon Apr 20 17:00:30 +0000 2020,-84.433106,33.767195, This! ,,,,
1.25228E+18, Quennellmitchel, Mon Apr 20 17:00:31 +0000 2020,-73.948775,40.655138, Gooooooooood morning 🙋🏽‍♂️ ,,,,
1.25228E+18, j9len, Mon Apr 20 17:00:31 +0000 2020,-86.142922,39.779562, this ain’t a real drug ,,,,
1.25228E+18, GossipGirliee, Mon Apr 20 17:00:31 +0000 2020,-73.968542,40.780709, I never get that money but we aiming to that level ,,,,
1.25228E+18, mamipokoko, Mon Apr 20 17:00:31 +0000 2020,-122.958344,49.239654, @Radianzalter เสียดาย ถ้าเจ้ากะมู่อยู่ เราคงได้ฟาดคนกันหนักกว่านี้ ,,,,
1.25228E+18, HazelfieldFarm, Mon Apr 20 17:00:31 +0000 2020,-84.962582,38.635472, Working hard on getting things weeded. Everyone helping in the sunshine. @ Hazelfield Farm https://t.co/VBeyMZSuz0 ,,,,
1.25228E+18, MALSTA, Mon Apr 20 17:00:31 +0000 2020,-87.8785,41.165, YES OUR MONDAY TO GET BUSY!MUST SEE VIDEO! https://t.co/a6cDX2JnWr#weightloss #weightlossjourney #fitness… https://t.co/3e3FbqsWpC ,,,,
1.25228E+18, JupiterSun21, Mon Apr 20 17:00:31 +0000 2020,-80.294893,26.156619, This is the short end of the stick, I lose? You can make fun of my dick all you want I don't even wanna be you. ,,,
1.25228E+18, JerryBurnettJr, Mon Apr 20 17:00:31 +0000 2020,-80.926628,33.63114, @theHetal Hell no ,,,,
1.25228E+18, ACLUSouthDakota, Mon Apr 20 17:00:31 +0000 2020,-103.23341,44.075227, Did you know that in 2018, Black people were arrested 5 times more than white people for marijuana possession here… https://t.co/Si0h6RMFjF ,,,
1.25228E+18, Alex_IT_83, Mon Apr 20 17:00:31 +0000 2020,-78.841541,35.653886, @Aqwa_me Возможно, при наличии доказательств того, что ты там не проживала в этот период, получится отсудить часть… https://t.co/HplVXaP07O ,
1.25228E+18, eel_trebor, Mon Apr 20 17:00:31 +0000 2020,-80.240128,43.534199, Good thread 👇👇👇I'd support having PM @JustinTrudeau do that. ,,,,
1.25228E+18, muncyjeffrey1, Mon Apr 20 17:00:31 +0000 2020,-82.669467,40.36516, @614ohiopokerfan This is a Troll,right?Probably, somebody from the Shark Tank that made up an account to mess with… https://t.co/1LrAGxLtaC ,,
1.25228E+18, MosemeMotselisi, Mon Apr 20 17:00:31 +0000 2020,-85.531889,38.273264, @lkzip13 @ntateRaps @SATODAY_SABC @AfricanPerspec1 @PresidencyZA No worries at all - this was to pose for the camer… https://t.co/azrZSI4wmO ,,,,
1.25228E+18, hamptoncrt2424, Mon Apr 20 17:00:31 +0000 2020,-91.0908,30.4591, Spacious 2 bedroom/2 bathroom apartment home available for $900/mo. View video tour: https://t.co/Ow0bk6wIk1… https://t.co/bsGopgXFUA ,,,,
1.25228E+18, tayglick, Mon Apr 20 17:00:32 +0000 2020,-71.687342,42.207817, Expected but :// ,,,,
1.25228E+18, tsparks611, Mon Apr 20 17:00:32 +0000 2020,-84.352444,33.943457, Me too. China is ASSHOLE! ,,,,
1.25228E+18, dudeitsice, Mon Apr 20 17:00:32 +0000 2020,-122.630908,45.536402, Happy Holiblaze my people! 💨🌿 #puffpuffpass #420life #420everyday #bobross #happylittletrees https://t.co/4fmhlr96zu ,,,,
